Response ID,Date submitted,Last page,Start language,Seed,Date started,Date last action,Gender,Age,Consent,Basket,Cheese,Cloud,Liquid,Nail,Cat,Dog ,Horse,Domestic,Hood,Routine,Symbol,Corridor,Peace,Ladder,Elephant,Dizzy,Poison,Hay,Mathematics,Giraffe,Squirrel,Echo,Bean,Lilac,Mouse,Tiger,Yellow,Orange,Black,Red,Grey,Blue,Brown,White,Beige,Green,Pink,Violet,Turquoise,Interest,Amusement,Pride,Joy,Contentment,Admiration,Love,Relief,Compassion,Purple,Pleasure,Sadness,Guilt,Regret,Shame,Disappointment,Maroon ,Fear,Disgust,Contempt,Hate,Anger,Profession,Native_language,Fluency,Fluency_other,Country_origin,Country_residence
1674,2019-12-06 21:32:25,65,de,,2019-12-06 21:06:33,2019-12-06 21:32:25,Female,19,Yes,"Holz, Geflecht, Stütze","Löcher, gelb, Schweiz","flauschig, weiss, Himmel","flüssig, blau, trinkbar","lang, Bakterien, Feile","schwarz, Krallen, flink","Haustier, loyal, Variabilität","gross, schnell, herzlich","Haus, gemütlich, warm","Rotkäppchen, Schutz, Regenmantel","Wiederholung, langweilig, beängstigend","Bedeutung, Verständnis, Natürlichkeit","dunkel, eng, lang","weiss, Ruhezustand, Kommunikation","lang, Metall, Hilfeleistung","gross, Herdentiere, Gedächtnis","Gleichgewichtsstörrung, Schwarz, zusammenbrechen","grün, Hexe, Totenschädel","grün, trocken, Allergien","Lösungen, Probleme, Nachdenken","lang, gross, gemustert","schnell, braun, flauschig","Hall, Höhle, Antwort","lang, grün, Gemüse","Wolke, Liebe, Auto","fiepend, klein, Opfer","gestreift, wild, majestätisch","Kapitalismus, Gier, Bank","Orange, Farbe, Mandarine","Nacht, Spinne, Katze","Farbe, Wut, Liebe","Buch, Hemden, Nebel","Farbe, Himmel, Wasser","Fäkalien, Schokolade, Fleck","Brautkleid, Schnee, Tuch","Farbe, Strumpfhosen, Zeichnen","Frosch, Grass, Gemüse","Schwein, Farbe, Wein","Brille, Farbe, Winterjacke","Türkei, Meer, Ferien","Augen, Nachfrage, Recherche","Schmunzeln, Arroganz, Spott","Zufriedenheit, Erfolg, Leistung","Lächeln, Strahlen, Genuss","Stolz, Disziplin, Leistung","Vorbild, Anstreben, Inspiration","Bindung, Aufopferung , Engagement","Lockern, Erfolg, Anschluss","trösten, Verständnis, Hilfe","Kontaktlinsen, Farbe, Spektrum","Spass, Freunde, Freizeit","Friedhof, Tränen, Leid","Schuldgefühle, Angst, Selbstreflexion","Verlust, Verschlechterung, Selbstverständlichkeit","rot, peinlich, öffentlich","Erwartung, Verlust, Verstörtheit","Farbe, Lehm, bräunlich","Reflexe, Rückzug, Schweissausbruch","Gesichtsverzerrung, Übel, grün","Gesichtsverzerrung, Spott, auslachen","Verachtung, Wut, Unzufriedenheit","rot, laut, emotional",Studentin,Schweizerdeutsch,8 (Fluent),,Schweiz,Schweiz
1678,2019-12-07 02:37:25,65,es,,2019-12-07 02:22:38,2019-12-07 02:37:25,Male,52,Yes,Disciplinado,Rico,Blanco,Vivo,Limpia,Ágil,Seguridad,Hermosura,Hogar,Sombrero,Pasividad,Señas,Conjeturas,Armonía,Altura,Poder,Sin equilibrio,Fugaz,Navidad,Algoritmos,Sencillo,Ágil,"Sonido, lejano , repetir",Frijol,Tenue,Roedora,"Sagaz, fuerte intrépido",Alegría,Excelente,Luto,Alegre,Parco,Lindo,Tranquilo,Pureza,Tenue,Natural,Delicado,Luto,Hermosa,Acercar,Placer,Poco,Naturaleza,Alegría,Contemplación,Rojo,Instantánea,Apoyo,Claro,Ver,Melancólica,Sentimiento,Doloroso,Disimulo,Tristeza,Mirada,Oscuro,Mareo,Arrogante,Repugna,Cólera,Comerciante,Español,1 (Not at all),,México,México
1679,2019-12-07 03:33:34,65,en,,2019-12-07 03:03:51,2019-12-07 03:33:34,Male,22,Yes,hold bike food,mouse cracker puff,fluffy white shapes,wet glass spill,finger hammer wall,dog fur food,friend loving companion,ride mane tail,local help import,cape hat car,schedule same bored,English represent  image,hall walkway enclosed,love rest  nice,rung climb fall,giant  playful peanuts,loopy fall faint,death sick skull,grass horse feed,numbers hard school,tall spots weird,rat tree dog,sound cool repeat,rice stalk jack,purple flower smell,rat mickey hate,stripes cat large,sun flower bright,fruit sun fire,white grey race,hot lips dress,pants car suit,boy shirt socks,dirt shoes hair,black race paper,sand shoes walls,apple grass thumb,girl ribbon blanket,purple name flower,blue stone water,like loan do,games fun play,honor tradition happy,happiness peace love,happy satisfied secure,respect honor pride,hate family sex,relaxed help happy,love kindness hope,color girls shirt,good fun sex,depressed cry lonely,pleasure pain shame,sorry sad wish,fear scared feeling,upset shame  sad,gold five red,scared fight death,repulsed sick upset,mad court pissed,love upset despise,mad violence aggressive,student,english,8 (Fluent),,USA,USA
1680,2019-12-07 03:19:03,65,en,,2019-12-07 03:07:02,2019-12-07 03:19:03,Female,22,Yes,Food,Rat,Sky,Water,Finger,Meow,Woof,Gallop,Warm,Red,Comfort,Meaning,Dark,Love,Step,Big,Headache,Pain,Horse,Anxiety,Tall,Mammal,Sound,Vegetable,Flower,Squeak,Cat,Sun,Bright,Night,Love,Skies,Sadness,Skin,cloud,Furniture,Money,Girl,Royalty,Color,Creative,Joy,Achievement,Happiness,Quiet,Celebrity,Heart,Breathe,Heart,Royalty,Pain,Blue,Sadness,Sadness,Regret,Regrets,Color,Run,Dislike,Anger,Strong,Red,None,English,8 (Fluent),,United States,United States
1681,2019-12-07 04:24:42,65,es,,2019-12-07 03:40:42,2019-12-07 04:24:42,Female,45,Yes,"canasta, paja, fruta","leche, vaca, suave","suave, blanca, ligera","ligero, transparente, húmedo","protection, dureza, dolor","animal, traction, conveniencia","animal, amigo, inteligencia","animal, rapidez, trabajo","casa, trabajo, limpieza","sol, calor, rojo","organizacion, compromiso aburrimiento","carretera, viaje, aeropuerto","estrecho, camino, puerta","cielo, felicidad, ligero","subir, escalones, éxito","inteligencia, pesado, gris","nauseas, vomito, viaje","muerte, traicion, araña","navidad, árbol, natividad","numeros, exactitud, destreza","animal, alto , manchas","animal, nueces, roedor, roedor","teatro, musica, naturaleza","españa, semilla, sopa","lavanda, flor, sueño","animal, laboratorio, experimento","fuerza, manchas, carne","pollo, huevo, amistad","fruta, dulce, árbol","muerte, elegancia, color","color, amor, sangre","tristeza, nublado, lluvia","ligero, cielo, agua","ladrillo, casa, tierra","pureza, color, transparencia","neutro, color, algodón","ecología, árbol, tranquilidad","pazal, pomada, humedad","corazón, ciruela, color","piedra, joya, color","importante, entretenido, conferencia","fiesta, musica, gente","exit, inteligencia, importante","risas, chistes, sol","exito, risas, orgullo","exito, inteligencia, destreza","felicidad, corazón, rojo","dolor, enfermedad, culpa","debilidad,tristeza,emocion","color, flor, olor","comida, bienestar, vacaciones","lagrimas, decepción, ausencia","mentira, error, insatisfacción","culpa, tristeza, error","equivocacion, pena,error","tristeza, desesperación, lagrimas","flor,perfume,color","inseguridad, dolor, soledad","embarazo,intoxicacion,olor","traición, venganza, tristeza","coraje, enojo, desesperado","enojo,coraje,rojo",Administradora,español,8 (Fluent),,Mexico,Mexico
1682,2019-12-07 06:56:15,65,es,,2019-12-07 06:16:53,2019-12-07 06:56:15,Male,39,Yes,"Canasta, basura, basquet","Leche, vino, bosque","Cielo, increíble, imaginación","Agua, mar, cascada","Hueso, manos, pies","Pelos, odio, traición","Amigo, noble, maestro","Paz, hermosura, fortaleza","Perro, amigable, junto","Gorra, sudadera, ladrón","Aburrido, pereza, derrumbe","Amor, locura, imaginario","Colegio, hospital, supermercado","Mar, bosque, silencio","Altura, grandeza, rodilla","Inteligencia, nobleza, fortaleza","Vómito, malestar, hambre","Insectos, muerte, ratas","Nacimiento, gris, navidad","Necesaria, difícil, lógico","Grandeza, nobleza, belleza","Dientes, rabia, hermosas","Ruido, montañas, increible","Sabor, comida, acompañamiento","Color, contraste, tf","Animal, suciedad, plaga","Favorito, impresionante, hermoso","Oro, arena, sol","Fruta, jugo, favorito","Negativo, fuerte, cerrado","Pasión, autos, excentricidad","Neutro, seco, timidez","Mar, cielo, felicidad","Antiguo, pasado de moda, ladrillo","Luz, bienvenida, tranquilidad","Necesario, aburrido, neutro","Paz, relajación, vida","Tranquilidad, amistad, sexy","Tranquilidad, paz, dulzura","Caribe, boda, playa","Importancia, valer la pena, orgullo","Familia, fin, disfrutar","Prepotencia, inflexibilidad, enojo","Siempre, sonrisa, amigos","Alegre, familia, sonrisa","Padres, hijos, sueño","Necesario, familia, amigos","Tranquilidad, paz, salud","Paz, tranquilidad, fortaleza","Paz, hermosura, flor","Amor, necesario, gusto","Soledad, incompleto, perdida de tiempo","Arrepentimiento, nobleza, tristeza","Conciencia, humildad, responsabilidad","Necesaria, timidez, coqueta","Tristeza, desconfianza, traición","Amor, corazón, tranquilidad","Barrera, desconocimiento, prudencia","Corrupción, aguas negras, basureros","Violencia, agresión, tontera","Maldad, pecado, inhumano","Frustración, estrés, ansiedad",Contador Público,Español,8 (Fluent),,México,México
1683,2019-12-07 08:53:01,65,fr,,2019-12-07 08:34:51,2019-12-07 08:53:01,Female,41,Yes,Course,Emmental,Passager,Eau,Cassé,Domestique,Berger,Liberté,Tache,Pluie,Ennui,Voiture,But,Mort,Monter,Jungle,Sonné,Parfum,Compagne,Équation,Animal,Jarfin,Ragots,Vert,Parfum,Grise,Féroce,Poussin,Fruit,Couleur,A lèvre,Ciel,Ciel,Genre,Neige,Pull,Espoir,Vie,Couleur,Mer,Étude,Blague,Réussir,Immense,Suffir,Courage,Fou,Espoir,Humain,Fleur,Réussite,Desespoir,Apprendre,Vie,Timidité,Vie,Triste,Échec,Mepris,Dénigrer,Rouge,Noir,Enseignante,Arabe,7,,Algérie,Algérie
1690,2019-12-07 12:44:51,65,de,,2019-12-07 12:15:48,2019-12-07 12:44:51,Female,23,Yes,"Einkaufen, Essen, Kloschüssel","Löcher, Maus, vegan","sieben, Himmel, weich","Wasser, Becher, Durst","Kopf, Hammer, Wand","Flauschballen, Sabberbacke, Liebe","Aura, wuschelig, kuschelig","Hufe, Tierarzt, Bibi und Tina","Zwerg, Hobbiton, klein","Gangster, Regen, nass","Kontrolle, Zwang, Gleichgewicht","Neuseeland, Maori, Mongolei","Hogwarts, Schloss, Geheimgang","weiss, Taube, Ruhe","Schornsteinfeger, Maler, klettern","Porzellanladen, Seiltanz, Afrika","Körper, Erschöpfung, Kopf","Köder, Hexe, Chemie","Niesen, Gabel, Haufen","Lehrerin, Buch, Taschenrechner","gross, Unfall, Afrika","Baum, Nuss, knabbern","Berge, Wandern, rufen","Pupsen, Blähung, lecker","Fee, Kleid, Blume","Labor, Sendung, pips","orange, Streifen, schleichen","reich, Börse, Materialismus","Blutorange, Winter, Zimt","dunkel, düster, Wald","Blut, Periode, Tage","Himmel, Wolke, Regen","Auge, Alkohol, Himmel","Matsch, Erde, Regen","Wand, Streichen, Eimer","Sofa, braun, Holz","Meer, Augen, beruhigend","rot, Brille, Wolke","Einhorn, Violetta, Fee","Meer, Kristall, schön","Neugierde, Buch, Lesen","Mobbing, Schule, Lehrer","Prüfung, Grinsen, Applaus","Freunde, Kaffee, lustig","Ruhe, Harmonie, angenehm","Joan Baez, Idol, wow","Schmerz, Verlust, Abschied","Aufatmen, endlich, geschafft","Empathie, Wärme, Zuneigung","rot, König, Schloss","Spass, Freude, Lachen","Beerdigung, Abschied, Hoffnung","Sühne, Sünde, Gericht","scheisse, Frust, Trauer","Scheide, Sexualität, Reue","schade, Trauer, sinken","Farbe, Pallette, Malen","Beklemmung, nichts, Watte","Magen, Speiseröhre, grün","Gehässigkeit, Arroganz, Herabschauen","nichts, Gefühle, schwammig","Hitze, rot, Grimasse",Studentin,Deutsch,Other,Muttersprache,Deutschland,Schweiz
1691,2019-12-07 13:18:20,65,de,,2019-12-07 12:22:02,2019-12-07 13:18:20,Female,23,Yes,"Oma, Brot, Rotkäppchen","Essen, Fondue, Racelette","Freiheit, Himmel, Regen","wasser, durst, Regen","Nagellack, Arbeit, Maniküre","Menschenfreund, herzig, spielen","Menschenfreund, herzig, Spazieren","Kindheit, Menschenfreund, Reiten","Gemütlich, Hausfrau, bequem","Regen, Kälte, Regenjacke","Gewohnheiten, Arbeit, wiederkehrend","Deutschunterricht, Literatur, Verein","Lang, Kalt, unpersöhnlich","Freundschaft, Zufriedenheit, Zusammenleben","Kirschenpflücken, Arbeit, Höhe","dumbo, Indien, Riese","Ohnmacht, Bett, Wasser","Mord, Grün, Mittelalter","Futter, Kühe, Buernhof","Zahlen, Schule, Nachhilfe","Afrika, Safari, langer Hals","Wald, Rot, Wappen","Höhle, Einsamkeit, Leere","Gemüse, Grün, krumm","Feminismus, Mädchen, Sportlehrerin","Grau, Katze, Bauernhof","Thailand, Wildniss, Tier","Arbeit, Wohlstand, Macht","Orange (Frucht), Mandarine, Orangensaft","Trauer, Nacht, Dunkelheit","Gefahr, Verbot, Feuer","Maus, Trüb, Schimmel","Himmel, Verträumt, Zukunft","Bär, Holz, Erde","Weissheit, Hochzeit, unschuld","Hautfarbe, Make up, schlamm","Hoffnung, Grass, Natur","Mädchen, Baby, Kindheit","Feminismus, Aubergine, Mädchen","Meer, Ferien, Freiheit","Bücher, Fragen, Lesen","Auslachen, Freunde, sich necken","Eltern, Erfolg,","Weinachten, Glücksgefühl, Zugehörigkeitsgefühl","Frieden, Zugehörigkeitsgefühl, Lächeln","Vorbild, Nachahmung, Interesee","Freund, Familie, Zuneigung","Prüfungsstress, Erfolg, Feiern","Missgeschick, Frauen, Gefühl","Königsfarbe, Purpurschnecke, Mittelalter","Freunde, Spass, Freizeit","Todesfall, Tränen, depression","bereuen, Fehler, Zurückziehung","Schuldgefühle, Problem, Vergangenheit","Peinlichkeit, rot anlaufen, Zurückziehen","Hoffnung, Demotivation, Niedergeschöagenheit","Erde, Safran,","Herzklopfen, Flucht, Vermeidung","Erbrochenes, Schaudern, Naserümpfen","Missgunst, Hass, Neid","Unzufriedenheit, unruhestiftend, unnötig","Rot, agressivität, Unzufriedenheit",Student,Schweizer Deutsch,8 (Fluent),,Schweiz und Libanon,Schweiz
1694,2019-12-07 16:05:37,65,de,,2019-12-07 15:54:08,2019-12-07 16:05:37,Female,20,Yes,"Stroh, einkaufen, tragen","Loch, Schweiz, Essen","weiss, HImmel, schön","Wasser, trinken, Durst","Hand, lackieren, Pflege","Haustier, lustig, süss","Haustier, niedlich, gesellig","reiten, Hobby, Tier","Zuhause, drinnen, Haus","Jacke, warm, WInter","täglich, unbewusst, friedlich","Zahlen, Buchstaben, Sprache","Wohnung, Haus, gehen","weiss, zufrieden, fair","Stufen, steigen, nützlich","grau, gross, massig","drehen, Gleichgewicht, schnell","Tod, grün, Trank","Tiere, Stall, Bauernhof","Zahlen, Schule, kompliziert","gross, Zoo, Hals","Tier, flink, süss","offen, Wiederholung,","essen, Gemüse, eklig","Farbe, schön, violett","klein, flink,","Tier, Streifen, braun","Scheine, bezahlen, verdienen","Frucht, Farbe, saftig","dunkel, neutral, Kleidung","Liebe, Wut, stark","trüb, Nebel, trist","Meer, Himmel, frisch","Holz, Farbe, unschön","Schnee, Winter, Farbe","natur, braun, neutral","Gras, frisch, Sommer","verliebt, Zuckerwatte, glücklich","Farbe, Deko, schön","Meer, erfrischend, schön","wundern, informieren, interessieren","Lachen, lustig, Spass","glücklich, Erfolg, vollkommen","strahlen, Glück, Lachen","glücklich, friedlich, lächeln","Ansehen, heraufschauen, glücklich","Herz, rot, verliebt","Freude, froh, geschafft","Empathie, Zuneigung,","schön, kitschig, Farbe","Freizeit, Park, glücklich","dunkel, Tränen, Schmerz","Gefühl, unangenehm, Fehler","Frust, Entscheidung, Trauer","unangenehm, peinlich, Missgeschick","grau, trist, trauer","beige, natürlich","erschrecken, Belastung, Schwarz","grün, angewidert, unausstehlich","fies, abschätzig, Hass","wütend, Zorn, schlecht","wütend, Streit, schreien",Student,Deutsch,8 (Fluent),,Schweiz,Schweiz
1695,2019-12-07 16:35:26,65,de,,2019-12-07 16:02:39,2019-12-07 16:35:26,Female,21,Yes,"Holz, Transport, Abweisung","Löcher, stinkt, rund","Himmel, Sonnenuntergang, Regen","Wasser, Nagellackentferner, Behälter","Hammer, Wand, Hand","Allergie, Haare, kuscheln","Bellen, spielen, Haare","Respekt, unberechenbar, gross","Gemütlich, gross, sicher","Kälte, gemütlich, Regen","Ablauf, Gewohnheit, langweilig","Bild, Bedeutung, Fragezeichen","Gang, eng, weit","Fröhlich, glücklich, Gleichgültigkeit","Haus, Reparatur, Vorsicht","Gross, Ferien, Wärme","Ohnmacht, Schwarz vor den Augen, Kontrollverlust","Döschen, Tod, ätzend","Allergie, Bauernhof, Futter","Schwierig, viel Aufwand, logisches Denken","langer Hals, Lustig, Zoo","Arosa, süss, schnell","Höhle, Klang, Wandern","Essen, Grün, Blähungen","Lied, Farbe, Barbie","klein, flink, Käse","Zoo, gefährlich, Mähne","Note, Portemonnaie, Kreditkarte","Mandarine, Farbe, Ampel","Dunkel, neutral, Kleidung","Ampel, Wut, Apfel","Regen, Wolken, kalt","Himmel, Meer, tiefe","Boden, Dreck, Holz","angenehm, rein, sauber","Hose, Boden, Holz","Frosch, Wiese, Pflanze","Schweinchen, Pink, Pyjama","Lila, Püppchen, Spielzeug","Meer, angenehm, Wohlbefinden","Motivation, Freude, Glück","Schmunzeln, witzig, Verlegenheit","Selbstvertrauen, Produktivität, Ergebnisse","Warmherzig, lustig, Vertrauen","Glücklich, erfolgreich, Selbstbewusst","Begeisterung, Respekt, Faszination","Wohlbefinden, angenehm, Sicherheit","Freude, Tränen, Stolz","Mitleid, Freunde, helfen","Lila, Farbe, Zürich Lokal","Spass, Freude, Aktivitäten","Kummer, Ratlosigkeit, Leere","Wütend, Sündenbock, verantwortlich","Taten, hilflos, traurig","Rot werden, unwohl, Verlegenheit","Traurig, verletzt, wenig Selbstwertgefühl","Ratlosigkeit, Unwissenheit, Erde","Verletzung, Respekt, Hinderung","Spinnen, ängstlich, dreckig","Ignoranz, Wut, Abscheu","Tiefe Verachtung, Wut, Engegefühl","erregt, stark, rot",Student,Deutsch,8 (Fluent),,Schweiz,Schweiz
1697,2019-12-07 17:46:36,65,de,,2019-12-07 17:15:55,2019-12-07 17:46:36,Female,19,Yes,"beige, Behälter, rund","lecker, Schweiz, stinkig","Himmel, weiss, Regen","Wasser, trinken, nass","Hammer, Fingernagel, Feile","Tier, schnurren, kuscheln","liebenswert, verspielt, lustig","Tier, reiten, Stall","warm, gemütlich, zu Hause","Pullover, warm, Kopf","täglich, automatisch, normal","Zeichen, Schrift, Religion","Durchgang, eng, Haus","Krieg, Wunsch, Umgang","Aufstieg, Stufen, herunterfallen","grau, liebenswert, gross","Ohnmacht, Sehstörungen, schwarz","gefährlich, Tod, Gefahr","Stoh, beige, Bauernhof","Schule, schwierig, Zahlen","Tier, Hals, gross","schnell, Baum, Nüsse","Schall, Berge, Stimme","Essen, Brunch, gesund","Farbe, schön, Blume","grau, klein, Käse","Tier, gestreift, Indien","Reichtum, Kosten, Scheine","Frucht, lecker, süss","Dunkelheit, Nacht, Beerdigung","Feuer, Liebe, Gefahr","Maus, unauffällig, Farbe","Meer, Himmel, Freiheit","Farbe, Holz, Schokolade","Schnee, Wand, Farbe","Farbe, braun, Holz","Natur, Wald, Wiese","Verliebtheit, Schwein, Blume","Farbe, Mischung, Leidenschaft","Meer, klar, schön","spannend, Hobbys, Persönlichkeit","Lachen, Auslachen, gemein","Anerkennung, Würde, Erfolg","Glück, Lachen, Zufriedenheit","Glück, Ruhe, Entspannung","grossartig, Vorbild, Anerkennung","warm, Zuneigung, Gefühl","aufschnaufen, Glück, Gefühl","Empathie, sensibel, Menschen","Farbe, Sonnenuntergang, Himmel","Spass, Freude, lustig","Traurigkeit, Tränen, verarbeiten","Traurigkeit, Verantwortung, Scham","Schuld, Tat, Scham","peinlich, berührt, unangenehm","Erwartung, Traurigkeit, Verletzung","Farbe, rotbraun, Rost","Schreck, Furcht, Trauma","grün, schleimig, unnatürlich","Abschätzung, gemein, abwertend","Wut, Abscheu, Aggression","Hass, Ausbruch, Enttäuschung",Studentin,Schweizerdeutsch,8 (Fluent),,Schweiz,Schweiz
